City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
287,Shambu,ET,2022-01-29 15:24:36,9.5667,37.1,67.26,25,21,0.31
288,Akyab,MM,2022-01-29 15:24:36,20.15,92.9,64.58,61,0,13.04
289,Ipixuna,BR,2022-01-29 15:24:37,-1.7625,-48.8043,75.15,93,100,4.43
290,Suhbaatar,MN,2022-01-29 15:24:37,50.2314,106.2078,-18.33,100,46,1.63
291,Canatlan,MX,2022-01-29 15:24:37,24.5167,-104.7833,42.33,76,70,2.73
292,Mweka,CD,2022-01-29 15:24:38,-4.85,21.5667,79.79,60,99,3.74
293,Hailar,CN,2022-01-29 15:24:38,49.2,119.7,-16.71,98,19,5.26
294,Marawi,PH,2022-01-29 15:24:38,7.9986,124.2928,68.65,96,38,0.94
295,Teya,RU,2022-01-29 15:24:39,60.3778,92.6267,6.06,96,100,4.23
296,Wanning,CN,2022-01-29 15:24:39,18.8003,110.3967,66.6,87,81,11.59
297,Kavieng,PG,2022-01-29 15:24:40,-2.5744,150.7967,80.94,77,79,2.98
298,Gao,ML,2022-01-29 15:24:40,16.6362,1.637,84.94,8,12,15.19
299,Touros,BR,2022-01-29 15:24:41,-5.1989,-35.4608,85.1,86,100,4.94
300,Hurghada,EG,2022-01-29 15:24:41,27.2574,33.8129,61.59,46,0,17.56
301,Kenora,CA,2022-01-29 15:22:53,49.8167,-94.4337,10.38,92,100,8.05
302,Aklavik,CA,2022-01-29 15:24:42,68.2191,-135.0107,-17.57,69,0,3.44
303,Chincha Alta,PE,2022-01-29 15:24:42,-13.4099,-76.1323,70.75,71,16,6.46
304,Wajima,JP,2022-01-29 15:24:42,37.4,136.9,35.26,83,100,14.27
305,Cancun,MX,2022-01-29 15:24:43,21.1743,-86.8466,73.33,60,100,11.5
306,Todos Santos,MX,2022-01-29 15:24:43,23.45,-110.2167,70.02,35,2,2.59
307,Chimbote,PE,2022-01-29 15:24:43,-9.0853,-78.5783,73.06,74,100,7.87
308,Narathiwat,TH,2022-01-29 15:24:44,6.3333,101.75,76.78,85,0,3.69
309,Kailua,US,2022-01-29 15:24:44,21.4022,-157.7394,73.74,77,100,11.5
310,Marivan,IR,2022-01-29 15:24:45,35.5219,46.176,23.58,90,90,3.65
311,Zabid,YE,2022-01-29 15:24:45,14.1951,43.3152,80.01,62,24,8.48
312,Belmonte,BR,2022-01-29 15:24:45,-15.8631,-38.8828,77.5,67,43,7.96
313,Rocha,UY,2022-01-29 15:24:46,-34.4833,-54.3333,78.03,52,1,4.97
314,Aksehir,TR,2022-01-29 15:24:46,38.3575,31.4164,25.83,90,100,2.95
315,San Quintin,MX,2022-01-29 15:24:47,30.4833,-115.95,57.7,42,43,4.59
316,Hay River,CA,2022-01-29 15:24:47,60.8156,-115.7999,-2.22,78,100,4.61
317,Andenes,NO,2022-01-29 15:24:47,69.3143,16.1194,28.38,64,100,19.57
318,Yar-Sale,RU,2022-01-29 15:25:48,66.8333,70.8333,-6.25,96,99,7.05
319,Suez,EG,2022-01-29 15:25:48,29.9737,32.5263,60.1,43,28,5.12
320,Lashio,MM,2022-01-29 15:25:49,22.9333,97.75,51.4,63,0,2.06
321,Batagay,RU,2022-01-29 15:25:49,67.6333,134.6333,-33.79,99,100,2.46
322,Yumen,CN,2022-01-29 15:25:49,40.2833,97.2,21.74,43,0,10.07
323,Kawalu,ID,2022-01-29 15:25:50,-7.3817,108.2082,73.49,96,100,0.63
324,Brae,GB,2022-01-29 15:25:50,60.3964,-1.353,40.91,85,97,50.6
325,Atar,MR,2022-01-29 15:25:51,20.5169,-13.0499,86.43,13,100,9.04
326,Hualmay,PE,2022-01-29 15:25:51,-11.0964,-77.6139,72.86,74,100,8.41
327,Kendari,ID,2022-01-29 15:25:52,-3.945,122.4989,76.98,87,100,2.28
328,Daitari,IN,2022-01-29 15:25:52,21.1,85.75,59.83,37,0,2.57
329,Beisfjord,NO,2022-01-29 15:25:53,68.3751,17.5988,23.05,86,96,10.09
330,Seoul,KR,2022-01-29 15:22:13,37.5683,126.9778,22.44,63,0,3.44
331,Abu Dhabi,AE,2022-01-29 15:25:53,24.4667,54.3667,69.91,72,0,6.91
332,Alakurtti,RU,2022-01-29 15:25:54,66.9672,30.3491,-0.06,100,92,1.61
333,Mayna,RU,2022-01-29 15:25:54,54.1135,47.6231,16.48,95,100,9.13
334,Ozernovskiy,RU,2022-01-29 15:25:54,51.5,156.5167,24.22,83,100,20.36
335,Nanortalik,GL,2022-01-29 15:24:09,60.1432,-45.2371,24.4,84,100,14.0
336,Egvekinot,RU,2022-01-29 15:25:55,66.3167,-179.1667,-3.14,69,89,3.58
337,Wilmington,US,2022-01-29 15:25:55,34.2257,-77.9447,35.51,84,100,16.11
338,Soyaux,FR,2022-01-29 15:25:56,45.65,0.2,41.59,87,100,2.3
339,Kamiiso,JP,2022-01-29 15:25:56,41.8167,140.65,20.98,79,100,11.83
340,Babu,CN,2022-01-29 15:25:57,24.4167,111.5167,40.19,89,100,6.53
341,Malakal,SS,2022-01-29 15:25:57,9.5334,31.6605,88.84,14,3,8.63
342,Matara,LK,2022-01-29 15:25:57,5.9485,80.5353,78.37,85,86,4.54
343,Harpalpur,IN,2022-01-29 15:25:58,25.2884,79.3347,59.31,42,0,1.77
344,Salalah,OM,2022-01-29 15:25:58,17.0151,54.0924,75.29,69,20,5.75
345,Pecos,US,2022-01-29 15:25:59,31.4229,-103.4932,37.31,50,0,0.0
346,Rio Claro,BR,2022-01-29 15:25:59,-22.4114,-47.5614,75.4,92,100,1.86
347,Erenhot,CN,2022-01-29 15:25:59,43.6475,111.9767,4.37,87,82,10.18
348,Caravelas,BR,2022-01-29 15:26:00,-17.7125,-39.2481,87.21,58,0,10.67
349,Vardo,NO,2022-01-29 15:26:00,70.3705,31.1107,19.6,75,100,8.86
350,Bengkulu,ID,2022-01-29 15:26:01,-3.8004,102.2655,77.99,86,100,2.93
351,Manono,CD,2022-01-29 15:26:01,-7.3,27.4167,78.24,87,74,3.11
352,Shirokiy,RU,2022-01-29 15:26:01,49.758,129.523,-25.37,100,77,4.74
353,The Pas,CA,2022-01-29 15:26:02,53.8251,-101.2541,3.22,78,100,5.75
354,Olinda,BR,2022-01-29 15:26:02,-8.0089,-34.8553,82.13,69,75,4.61
355,Comodoro Rivadavia,AR,2022-01-29 15:26:03,-45.8667,-67.5,85.86,11,0,19.57
356,Greymouth,NZ,2022-01-29 15:26:03,-42.4667,171.2,56.37,87,89,4.72
357,Pasighat,IN,2022-01-29 15:26:04,28.0667,95.3333,53.87,64,9,4.7
358,Damavand,IR,2022-01-29 15:26:04,35.7178,52.065,33.64,52,0,4.63
359,Tilichiki,RU,2022-01-29 15:26:05,60.4667,166.1,20.77,79,96,11.21
360,Urusha,RU,2022-01-29 15:26:05,54.05,122.9,-5.24,86,25,4.7
361,Sechura,PE,2022-01-29 15:26:06,-5.5569,-80.8222,77.2,63,90,5.7
362,Pirovskoye,RU,2022-01-29 15:27:06,57.6267,92.2658,2.98,98,99,3.98
363,Namatanai,PG,2022-01-29 15:27:07,-3.6667,152.4333,79.29,83,100,5.35
364,Fortuna,US,2022-01-29 15:27:07,40.5982,-124.1573,39.54,81,0,11.5
365,Jinchang,CN,2022-01-29 15:27:08,38.4953,102.1739,23.02,38,97,6.38
366,Santa Cruz,BO,2022-01-29 15:23:23,-17.8,-63.1667,87.85,42,75,17.27
367,Oussouye,SN,2022-01-29 15:22:25,12.485,-16.5469,95.18,19,86,8.55
368,Lerwick,GB,2022-01-29 15:27:08,60.1545,-1.1494,41.0,80,78,50.38
369,Longyearbyen,SJ,2022-01-29 15:27:09,78.2186,15.6401,10.24,61,20,17.27
370,Aberdeen,GB,2022-01-29 15:27:05,57.1437,-2.0981,43.54,69,20,32.21
371,Inhambane,MZ,2022-01-29 15:27:09,-23.865,35.3833,84.18,79,20,8.05
372,Kapit,MY,2022-01-29 15:27:10,2.0167,112.9333,74.64,96,100,1.1
373,Vila Velha,BR,2022-01-29 15:26:01,-20.3297,-40.2925,89.55,63,20,11.01
374,Sao Filipe,CV,2022-01-29 15:27:10,14.8961,-24.4956,71.94,69,100,9.04
375,Christchurch,NZ,2022-01-29 15:22:32,-43.5333,172.6333,60.91,88,91,5.99
376,Bonavista,CA,2022-01-29 15:27:11,48.6499,-53.1147,37.11,86,100,14.56
377,Nassjo,SE,2022-01-29 15:27:11,57.6531,14.6968,42.3,88,100,20.24
378,Ruteng,ID,2022-01-29 15:27:12,-8.6136,120.4721,63.14,91,100,1.63
379,Codrington,AU,2022-01-29 15:27:12,-38.2667,141.9667,62.58,84,93,9.75
380,Le Port,RE,2022-01-29 15:27:12,-20.9373,55.2919,82.4,83,100,3.87
381,Iguape,BR,2022-01-29 15:27:13,-24.7081,-47.5553,70.59,97,100,6.69
382,Saint-Augustin,CA,2022-01-29 15:27:13,51.226,-58.6502,-2.42,74,75,9.46
383,Tura,IN,2022-01-29 15:27:13,25.5198,90.2201,53.73,54,0,3.02
384,Llanes,ES,2022-01-29 15:27:14,43.4198,-4.7549,54.27,66,4,13.0
385,Natchez,US,2022-01-29 15:27:14,31.5604,-91.4032,35.26,33,0,0.0
386,Synya,RU,2022-01-29 15:27:15,65.3718,58.0387,9.45,91,100,11.36
387,Saku,JP,2022-01-29 15:27:15,36.2167,138.4833,27.39,79,82,5.7
388,Heihe,CN,2022-01-29 15:27:16,50.2441,127.4902,5.58,95,100,7.56
389,Saiha,IN,2022-01-29 15:27:16,22.4833,92.9667,48.22,59,0,2.84
390,Tiksi,RU,2022-01-29 15:27:16,71.6872,128.8694,-8.63,100,51,3.91
391,Ileza,RU,2022-01-29 15:27:17,61.0533,43.9002,16.95,95,100,6.85
392,Chillicothe,US,2022-01-29 15:27:17,39.3331,-82.9824,14.56,79,0,8.05
393,Bulgan,MN,2022-01-29 15:27:18,48.8125,103.5347,-5.46,93,37,5.19
394,Ingham,US,2022-01-29 15:27:18,42.6,-84.3833,14.09,79,100,8.05
395,Laguna,US,2022-01-29 15:27:18,38.421,-121.4238,49.96,95,0,0.0
396,Viedma,AR,2022-01-29 15:27:19,-40.8135,-62.9967,92.28,26,1,17.13
397,Tutoia,BR,2022-01-29 15:27:19,-2.7619,-42.2744,85.98,64,96,8.01
398,Samarai,PG,2022-01-29 15:27:20,-10.6167,150.6667,79.27,83,100,9.75
399,Senno,RU,2022-01-29 15:27:20,59.5336,33.9167,21.25,94,100,4.27
400,Avera,US,2022-01-29 15:27:20,33.194,-82.5271,38.91,40,0,15.75
401,Repnoye,RU,2022-01-29 15:27:21,51.5921,43.1861,31.15,98,100,7.31
402,North Bend,US,2022-01-29 15:27:21,43.4065,-124.2243,37.85,93,0,10.36
403,Goderich,CA,2022-01-29 15:27:22,43.7501,-81.7165,7.92,85,38,9.22
404,Ca Mau,VN,2022-01-29 15:27:22,9.1769,105.15,76.82,80,33,3.96
405,Tahoua,NE,2022-01-29 15:27:22,14.8888,5.2692,85.98,32,2,17.09
406,Richards Bay,ZA,2022-01-29 15:27:23,-28.783,32.0377,75.38,83,52,9.35
407,Marfino,RU,2022-01-29 15:27:23,55.7028,37.3822,25.05,92,75,4.47
408,Roma,US,2022-01-29 15:27:24,43.2128,-75.4557,8.11,66,40,8.05
409,Kantang,TH,2022-01-29 15:28:24,7.4054,99.5156,77.94,83,1,2.04
410,Baton Rouge,US,2022-01-29 15:28:24,30.4508,-91.1545,40.98,42,1,1.99
411,Deputatskiy,RU,2022-01-29 15:28:25,69.3,139.9,-17.21,90,99,1.72
412,Ko Samui,TH,2022-01-29 15:28:25,9.5357,99.9357,82.0,72,7,8.1
413,Castelo,BR,2022-01-29 15:28:26,-20.6036,-41.1847,90.82,52,100,4.47
414,Walvis Bay,NA,2022-01-29 15:28:26,-22.9575,14.5053,68.95,64,0,8.05
415,Luzhou,CN,2022-01-29 15:27:28,28.8724,105.4405,42.01,86,8,3.22
416,Katangli,RU,2022-01-29 15:28:27,51.7102,143.2326,-20.22,100,96,4.52
417,Fershampenuaz,RU,2022-01-29 15:28:27,53.5202,59.8117,6.69,97,100,3.38
418,Guarapuava,BR,2022-01-29 15:28:27,-25.3953,-51.4581,58.48,99,100,4.47
419,Fairlie,GB,2022-01-29 15:28:28,55.756,-4.8556,47.12,74,22,18.99
420,Rosario Do Sul,BR,2022-01-29 15:28:28,-30.2583,-54.9142,84.06,30,0,12.66
421,Show Low,US,2022-01-29 15:28:01,34.2542,-110.0298,23.68,68,0,0.0
422,Belaya Gora,RU,2022-01-29 15:28:29,68.5333,146.4167,-13.32,99,100,1.68
423,Shashi,CN,2022-01-29 15:28:29,30.3072,112.2447,37.62,85,100,2.73
424,Ekhabi,RU,2022-01-29 15:28:30,53.5102,142.9671,-18.4,96,9,8.05
425,Hagere Hiywet,ET,2022-01-29 15:28:30,8.9833,37.85,73.17,22,18,9.24
426,Noumea,NC,2022-01-29 15:28:30,-22.2763,166.4572,79.0,99,100,3.76
427,Bata,GQ,2022-01-29 15:28:31,1.8639,9.7658,85.86,84,20,0.0
428,Jumla,NP,2022-01-29 15:28:31,29.2747,82.1838,34.84,58,0,4.32
429,Sile,TR,2022-01-29 15:28:32,41.1754,29.6133,43.47,78,100,4.63
430,Lixourion,GR,2022-01-29 15:28:32,38.2019,20.4314,47.19,82,91,18.77
431,Karratha,AU,2022-01-29 15:28:32,-20.7377,116.8463,82.42,65,48,16.53
432,Urumqi,CN,2022-01-29 15:28:33,43.801,87.6005,-3.05,85,40,0.0
433,Balabac,PH,2022-01-29 15:28:33,7.9868,117.0645,79.83,80,16,3.29
434,Iberia,US,2022-01-29 15:28:34,29.9502,-91.7507,42.8,49,0,8.05
435,Tazovskiy,RU,2022-01-29 15:28:34,67.4667,78.7,-18.99,100,82,5.55
436,Kerema,PG,2022-01-29 15:28:34,-7.9631,145.7785,76.89,86,100,3.38
437,Sorland,NO,2022-01-29 15:28:35,67.667,12.6934,37.26,94,99,15.66
438,Hami,CN,2022-01-29 15:28:35,42.8,93.45,23.72,48,3,7.23
439,Naryan-Mar,RU,2022-01-29 15:28:36,67.6713,53.087,7.3,94,99,12.21
440,Paddhari,IN,2022-01-29 15:28:36,22.4333,70.6,70.63,21,0,8.68
441,Liberal,US,2022-01-29 15:28:37,37.0431,-100.921,34.83,59,0,10.36
442,Stephenville,US,2022-01-29 15:28:37,32.2207,-98.2023,48.29,52,0,0.0
443,Bubaque,GW,2022-01-29 15:28:38,11.2833,-15.8333,79.95,49,75,12.21
444,Panormos,GR,2022-01-29 15:28:38,35.4182,24.6909,54.82,70,100,7.92
445,Sovetskiy,RU,2022-01-29 15:28:38,61.3614,63.5842,-1.35,98,100,3.76
446,Buala,SB,2022-01-29 15:28:39,-8.145,159.5921,80.4,83,100,7.65
447,Mahanoro,MG,2022-01-29 15:28:39,-19.9,48.8,78.64,77,6,6.15
448,Paamiut,GL,2022-01-29 15:28:40,61.994,-49.6678,18.72,66,100,23.89
449,Kumluca,TR,2022-01-29 15:28:40,36.3703,30.2869,51.67,60,100,4.29
450,Cesis,LV,2022-01-29 15:28:40,57.3119,25.2746,30.7,80,100,16.4
451,Pitimbu,BR,2022-01-29 15:28:41,-7.4706,-34.8086,84.79,72,96,2.86
452,Nicoya,CR,2022-01-29 15:28:41,10.1483,-85.452,81.95,41,1,14.83
453,Palmer,US,2022-01-29 15:29:42,42.1584,-72.3287,19.47,79,100,5.99
454,Chimoio,MZ,2022-01-29 15:29:42,-19.1164,33.4833,78.66,83,75,6.91
455,San Andres,CO,2022-01-29 15:29:42,12.5847,-81.7006,82.42,65,20,13.8
456,Abha,SA,2022-01-29 15:29:43,18.2164,42.5053,58.82,67,20,16.11
457,Stromness,GB,2022-01-29 15:29:43,58.965,-3.296,43.05,75,83,46.77
458,Ostrovnoy,RU,2022-01-29 15:29:43,68.0531,39.5131,11.3,92,89,15.55
459,Santa Rosa,PH,2022-01-29 15:29:44,14.3122,121.1114,81.1,84,19,3.15
460,Poya,NC,2022-01-29 15:29:44,-21.35,165.15,77.25,92,74,2.64
461,Waddan,LY,2022-01-29 15:29:45,29.1614,16.139,60.19,15,61,15.5
462,Yining,CN,2022-01-29 15:29:45,29.0361,114.5636,36.5,99,100,1.36
463,Zhigansk,RU,2022-01-29 15:29:46,66.7697,123.3711,-21.6,100,96,6.49
464,Dwarka,IN,2022-01-29 15:29:46,22.2394,68.9678,70.21,46,0,11.16
465,Broome,US,2022-01-29 15:29:46,42.2506,-75.833,10.02,66,100,4.0
466,Senekal,ZA,2022-01-29 15:29:47,-28.3197,27.6208,84.83,24,13,2.8
467,Pedernales,DO,2022-01-29 15:29:47,18.0384,-71.744,79.23,63,1,4.43
468,Araceli,PH,2022-01-29 15:29:48,10.5529,119.9913,80.94,82,3,7.0
469,Nome,US,2022-01-29 15:25:40,64.5011,-165.4064,-9.33,59,0,4.61
470,Rovaniemi,FI,2022-01-29 15:27:45,66.5,25.7167,15.21,92,100,12.66
471,Rorvik,NO,2022-01-29 15:29:48,64.8621,11.2373,36.45,92,100,11.01
472,Ahipara,NZ,2022-01-29 15:29:49,-35.1667,173.1667,59.27,88,78,6.11
473,Mizdah,LY,2022-01-29 15:29:49,31.4451,12.9801,52.03,52,0,22.91
474,Mena,UA,2022-01-29 15:29:49,51.5217,32.2157,27.66,93,100,10.83
475,Bolitoc,PH,2022-01-29 15:29:50,15.7395,119.8769,78.37,83,14,7.45
476,Ornskoldsvik,SE,2022-01-29 15:29:50,63.2909,18.7153,31.15,100,100,3.44
477,Asyut,EG,2022-01-29 15:29:50,27.181,31.1837,59.79,35,3,11.07
478,Magadan,RU,2022-01-29 15:29:51,59.5667,150.8,14.34,75,94,16.58
479,Waipawa,NZ,2022-01-29 15:29:51,-41.4122,175.5153,62.46,84,10,6.76
480,Margate,GB,2022-01-29 15:29:39,51.3813,1.3862,57.06,69,69,10.0
481,Chushan,CN,2022-01-29 15:29:52,33.2955,113.6528,27.93,92,67,2.06
482,Yaan,NG,2022-01-29 15:29:52,7.3833,8.5667,95.76,9,98,11.32
483,Buraydah,SA,2022-01-29 15:29:52,26.326,43.975,63.05,26,2,12.68
484,Kudahuvadhoo,MV,2022-01-29 15:29:53,2.6708,72.8944,81.63,68,71,7.29
485,Ust-Tarka,RU,2022-01-29 15:29:53,55.5672,75.705,2.8,91,100,6.73
486,Qiyang,CN,2022-01-29 15:29:54,26.5911,111.8474,35.44,94,88,2.01
487,Kropotkin,RU,2022-01-29 15:29:54,45.4375,40.5756,36.52,88,100,20.96
488,Dillon,US,2022-01-29 15:29:55,34.4166,-79.3712,36.19,69,100,17.58
489,Coihaique,CL,2022-01-29 15:29:55,-45.5752,-72.0662,66.81,27,0,10.36
490,Alice Springs,AU,2022-01-29 15:29:55,-23.7,133.8833,74.75,94,100,10.36
491,Sabzevar,IR,2022-01-29 15:29:56,36.2126,57.6819,43.88,39,0,0.0
492,Springfield,US,2022-01-29 15:26:54,37.2153,-93.2982,34.2,65,0,7.0
493,Weligama,LK,2022-01-29 15:29:56,5.9667,80.4167,78.49,84,87,3.49
494,Lensk,RU,2022-01-29 15:29:57,60.7253,114.9278,-5.91,96,100,7.34
495,Berlevag,NO,2022-01-29 15:29:57,70.8578,29.0864,25.16,82,100,10.02
496,Kuusamo,FI,2022-01-29 15:29:57,65.9667,29.1833,15.84,92,100,8.05
497,Atasu,KZ,2022-01-29 15:29:58,48.6814,71.6433,21.51,94,100,8.72
498,Iralaya,HN,2022-01-29 15:29:58,15.0,-83.2333,80.69,66,10,11.83
499,Acapulco,MX,2022-01-29 15:27:40,16.8634,-99.8901,78.62,65,75,6.91
500,Piopio,NZ,2022-01-29 15:30:59,-38.4667,175.0167,51.44,98,3,0.4
501,Ilebo,CD,2022-01-29 15:30:59,-4.3167,20.5833,78.75,66,93,1.16
502,Svetlaya,RU,2022-01-29 15:31:00,46.5389,138.3297,-1.44,77,14,9.35
503,La Tuque,CA,2022-01-29 15:29:14,47.4334,-72.7824,-18.15,69,40,4.61
504,Batsfjord,NO,2022-01-29 15:31:00,70.6345,29.7185,19.62,87,95,5.66
505,Champa,IN,2022-01-29 15:31:01,22.05,82.65,61.29,29,0,4.83
506,Barranca,PE,2022-01-29 15:31:01,-10.75,-77.7667,73.98,71,99,10.65
507,Vung Tau,VN,2022-01-29 15:31:02,10.346,107.0843,76.91,83,40,9.48
508,Wanparti,IN,2022-01-29 15:31:02,16.3667,78.0667,69.26,27,1,8.28
509,Port Blair,IN,2022-01-29 15:31:03,11.6667,92.75,80.64,74,75,8.05
510,Pontianak,ID,2022-01-29 15:31:03,-0.0333,109.3333,78.78,88,20,0.0
511,Punta Alta,AR,2022-01-29 15:31:03,-38.8759,-62.0736,88.0,31,1,17.4
512,Ranong,TH,2022-01-29 15:31:04,9.9658,98.6348,76.84,87,25,2.95
513,Oranjemund,NA,2022-01-29 15:31:04,-28.55,16.4333,69.4,74,40,15.32
514,Koungou,YT,2022-01-29 15:31:05,-12.7336,45.2042,80.31,83,0,4.61
515,Ossora,RU,2022-01-29 15:31:06,59.2353,163.0719,28.02,96,100,16.71
516,Hereford,GB,2022-01-29 15:31:06,52.0568,-2.7148,53.76,70,47,8.99
517,Jega,NG,2022-01-29 15:31:07,12.2175,4.3792,90.91,8,1,15.9
518,Tucuman,AR,2022-01-29 15:31:07,-26.8241,-65.2226,78.8,61,20,4.61
519,Trelleborg,SE,2022-01-29 15:30:07,55.3751,13.1569,48.58,88,100,38.79
520,Rosarno,IT,2022-01-29 15:31:08,38.4841,15.979,53.11,50,39,13.89
521,Luena,AO,2022-01-29 15:31:08,-11.7833,19.9167,67.95,90,100,6.98
522,Lar,IN,2022-01-29 15:31:08,26.2039,83.9717,53.71,68,0,7.49
523,Lata,PT,2022-01-29 15:30:47,40.1629,-8.3327,69.49,30,0,5.82
524,Strezhevoy,RU,2022-01-29 15:31:09,60.7333,77.5889,-5.03,100,96,3.98
525,Hobyo,SO,2022-01-29 15:31:10,5.3505,48.5268,77.88,72,99,21.88
526,Bourail,NC,2022-01-29 15:31:10,-21.5667,165.4833,78.08,91,89,2.08
527,Mkushi,ZM,2022-01-29 15:31:11,-13.6202,29.3939,70.03,91,100,1.59
528,Evensk,RU,2022-01-29 15:31:11,61.95,159.2333,21.88,83,100,19.39
529,Yilan,TW,2022-01-29 15:31:11,24.757,121.753,61.56,92,100,3.33
530,Husavik,IS,2022-01-29 15:27:41,66.0449,-17.3389,26.51,75,15,17.45
531,Kolobrzeg,PL,2022-01-29 15:31:12,54.1757,15.5834,46.96,89,100,33.78
532,Tawang,IN,2022-01-29 15:31:12,27.5833,91.8667,25.03,71,14,6.11
533,Banjar,ID,2022-01-29 15:31:13,-8.19,114.9675,82.26,85,100,3.76
534,Kununurra,AU,2022-01-29 15:31:13,-15.7667,128.7333,78.78,94,40,4.61
535,Rahuri,IN,2022-01-29 15:31:13,19.3833,74.65,68.83,23,0,4.94
536,Ranau,MY,2022-01-29 15:31:14,5.9538,116.6641,72.25,98,87,0.58
537,Riyadh,SA,2022-01-29 15:31:14,24.6877,46.7219,60.94,24,0,10.11
538,Valparaiso,CL,2022-01-29 15:30:02,-33.0393,-71.6273,67.64,68,100,6.91
539,Bara,NG,2022-01-29 15:31:15,10.3744,10.7288,86.88,13,100,12.5
540,Nyurba,RU,2022-01-29 15:31:15,63.2842,118.3319,-19.82,99,14,5.23
541,Aquin,HT,2022-01-29 15:31:16,18.2833,-73.4,81.18,62,0,2.84
542,Bien Hoa,VN,2022-01-29 15:28:03,10.95,106.8167,80.58,82,24,9.53
543,Bowen,AU,2022-01-29 15:31:16,-20.0167,148.2333,75.42,75,72,13.69
544,Jiuquan,CN,2022-01-29 15:31:17,39.7432,98.5174,18.48,55,1,6.11
545,Omboue,GA,2022-01-29 15:31:18,-1.5746,9.2618,81.57,72,95,10.0
546,Padang,ID,2022-01-29 15:31:18,-0.9492,100.3543,77.61,88,82,3.49
547,Bridgetown,BB,2022-01-29 15:31:18,13.1,-59.6167,82.89,61,40,19.57
548,Dunedin,NZ,2022-01-29 15:32:19,-45.8742,170.5036,58.8,85,100,2.75
549,Camacupa,AO,2022-01-29 15:32:19,-12.0167,17.4833,69.57,87,99,3.47
550,Vila Do Maio,CV,2022-01-29 15:30:42,15.1333,-23.2167,74.19,70,100,15.57
551,Camacha,PT,2022-01-29 15:32:20,33.0833,-16.3333,64.53,63,0,6.91
552,Huarmey,PE,2022-01-29 15:32:20,-10.0681,-78.1522,74.8,73,96,10.16
553,Kirakira,SB,2022-01-29 15:32:21,-10.4544,161.9205,78.87,86,100,5.26
554,Pathein,MM,2022-01-29 15:32:21,16.7833,94.7333,66.07,70,8,7.67
555,Ayorou,NE,2022-01-29 15:32:21,14.7308,0.9174,88.83,8,16,16.49
556,Miyang,CN,2022-01-29 15:32:22,24.4042,103.4428,44.04,84,0,4.63
557,Montepuez,MZ,2022-01-29 15:32:22,-13.1256,38.9997,69.84,96,86,3.62
558,Bira,RU,2022-01-29 15:32:23,49.0,132.4667,-18.96,96,7,3.74
559,Rio Grande,BR,2022-01-29 15:32:23,-32.035,-52.0986,78.94,48,51,13.62
560,Koumac,NC,2022-01-29 15:32:23,-20.5667,164.2833,79.54,85,65,8.16
561,At-Bashi,KG,2022-01-29 15:32:24,41.1702,75.8106,3.4,87,57,2.84
562,Jieshi,CN,2022-01-29 15:32:24,22.8134,115.8257,61.95,83,36,15.14
563,Sakaiminato,JP,2022-01-29 15:32:25,35.55,133.2333,35.58,87,75,4.61
564,Hambantota,LK,2022-01-29 15:32:25,6.1241,81.1185,79.14,100,20,3.44
565,Seydisehir,TR,2022-01-29 15:32:26,37.4193,31.8453,24.3,86,100,2.53
566,Abasolo,MX,2022-01-29 15:32:26,20.45,-101.5167,50.74,55,0,5.53
567,Lazaro Cardenas,MX,2022-01-29 15:32:27,17.9583,-102.2,80.17,62,1,0.98
568,Beloha,MG,2022-01-29 15:32:27,-25.1667,45.05,78.67,62,6,12.44
569,Paka,MY,2022-01-29 15:32:27,4.6374,103.4368,75.13,94,73,0.0
570,Sestri Levante,IT,2022-01-29 15:32:28,44.2732,9.3968,57.61,70,20,4.0
571,Rio Tercero,AR,2022-01-29 15:32:28,-32.173,-64.1141,81.48,38,0,11.14
572,Ahuimanu,US,2022-01-29 15:30:42,21.4447,-157.8378,73.45,76,100,3.0
